TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84
19.492,103.99
19.3083,103.6958
19.487,103.379
17.55,105.75
10.6451,106.4188
17.2736,106.175
13.7755,108.2296
15.2621,108.8662
15.5993,107.9756
16.1406,108.2551
19.3167,103.6333
19.561,103.822
15.3046,108.2905
16.95,106.0
17.562,105.743
12.3246,107.5948
16.0667,106.6333
14.2735,107.6666
16.6844,106.7387
16.2167,106.6833
20.8167,102.5419
14.4926,107.5449
11.9618,107.3306
17.1861,106.0778
16.9306,105.9889
17.0056,106.4264
20.183,103.85
16.4,106.2333
17.6639,105.7669
10.6975,107.0736
16.2456,107.267
19.537,103.375
19.533,103.233
11.4338,107.1219
17.233,105.825
19.5556,103.8333
16.012,106.239
16.3028,106.5736
9.5022,105.151
19.537,103.375
11.9618,107.3306
17.518,105.733
11.2307,106.4903
16.1,106.683
16.35,106.5167
10.0499,106.2464
15.9047,106.7569
19.6042,103.4597
16.628,105.872
18.183,104.975
14.0989,108.8506
19.5,103.35
16.2708,106.7289
16.24,106.818
16.5276,107.171
19.6647,103.7833
17.06,105.971
19.6667,103.2153
11.1943,108.03
17.123,106.059
19.94,103.365
16.2139,107.0
19.537,103.66
19.6333,103.1
16.8516,106.9326
18.712,103.151
11.8406,107.113
9.2291,104.8568
16.878,106.8136
15.4643,108.5018
19.5833,103.7167
16.3667,106.2833
19.575,103.061
16.4879,107.1659
11.5505,105.8931
11.5805,108.0764
9.8394,105.9064
19.5472,103.3306
19.554,103.005
16.2353,107.4577
9.077,105.2792
11.6596,105.977
16.537,106.037
11.8623,109.0047
15.761,107.789
11.7461,106.0874
19.583,103.633
11.488,105.925
17.0,106.0
17.233,105.825
19.4403,103.7861
16.093,106.686
11.5845,106.0106
15.833,106.767
16.928,105.992
10.1784,106.2159
16.418,106.529
19.3292,103.7639
17.441,105.754
19.6653,103.1917
10.6685,106.9372
19.6042,103.7736
19.466,103.33
14.9177,108.7675
12.2219,108.7512
19.597,103.674
14.5649,108.7256
19.5875,103.4847
19.3917,103.1014
16.1184,107.9851
19.4903,104.0506
19.5917,103.5833
10.5307,105.0272
19.569,103.228
15.8102,108.2708
10.6039,107.0026
19.486,103.078
10.1065,104.9057
19.5486,103.3222
19.3561,103.6111
19.601,103.417
17.208,106.164
16.2389,106.6889
19.51,103.874
14.0376,108.867
9.6777,106.1338
16.7,106.2056
10.6948,107.0736
19.6175,103.4833
19.6,103.8333
20.0833,103.9167
16.739,106.267
17.075,105.958
15.1487,108.6478
16.8692,106.8914
11.204,107.9
16.5931,106.2222
17.583,105.733
11.2055,106.4563
17.2,106.15
10.4546,105.8176
17.068,105.964
19.5,103.85
17.0,107.0833
16.301,106.575
11.951,107.224
14.1948,107.836
16.2333,106.6833
19.5333,103.1717
19.1792,103.5833
19.525,103.1556
19.537,103.375
19.5833,103.7
14.2361,107.5315
10.4749,107.3589
17.6028,105.7306
17.4514,106.6472
19.541,103.221
13.2542,109.1185
17.15,106.075
16.65,106.3667
20.244,104.032
21.125,102.6361
14.1115,107.524
10.7966,106.297
16.885,105.957
16.667,106.35
11.7299,106.9205
17.005,106.426
19.642,103.321
17.511,105.74
17.6,105.7333
9.8503,105.3436
16.824,106.236
17.117,105.95
10.4927,104.9175
19.5972,103.6922
16.3037,107.5558
15.7826,107.9783
15.0645,108.0184
16.9669,105.95
19.367,103.586
13.7429,108.1487
10.515,105.9028
19.508,103.942
17.4986,105.4514
11.5856,105.9538
14.1433,107.5076
11.0207,108.1013
17.25,106.2
10.8844,106.2818
10.5395,106.5591
16.6667,106.425
16.6758,106.2756
19.5681,103.5139
15.9794,108.0221
11.1396,106.9311
15.167,107.117
15.7917,106.7194
11.7997,108.9776
17.2444,105.8222
17.6292,105.7597
19.353,103.604
17.1111,105.9028
17.3,105.7333
11.8426,106.5284
17.2917,105.7
14.8455,108.6818
16.996,106.9515
11.0521,106.5773
19.6,103.8222
17.53,105.7525
11.9201,106.7235
14.2328,108.7706
16.3197,106.5728
16.949,106.444
10.4476,105.7171
19.54,103.842
19.5833,103.6667
16.311,106.619
19.4583,103.3347
17.214,106.139
16.6542,106.1867
16.344,106.967
15.5278,106.9417
19.7278,103.5903
19.555,103.026
15.8601,108.0789
17.6639,105.7669
17.54,105.737
14.8311,108.8705
17.667,105.767
19.482,103.342
15.4191,107.581
19.4467,103.4172
17.15,106.075
11.1306,106.4303
19.4997,103.9086
17.2017,106.1478
16.4014,106.5333
19.4819,104.0058
16.7404,107.0393
20.167,103.839
16.9575,107.0106
16.001,106.771
17.2731,105.7875
11.1873,106.4901
19.5,103.249
15.7833,106.8333
16.9292,105.9944
10.5052,106.5497
19.5833,103.6667
16.951,106.429
17.5917,105.7358
17.175,105.929
11.1379,106.412
17.25,106.171
17.427,105.763
17.3583,105.725
19.422,103.871
21.0819,102.5056
19.6,103.767
19.4947,103.9875
19.611,103.769
19.594,103.458
16.4263,107.4254
16.962,105.967
9.3774,104.9861
10.4489,104.902
14.5611,108.7989
19.6,103.767
11.4499,105.9744
19.589,103.733
19.461,103.411
12.2977,108.848
16.083,106.687
12.2372,107.3642
19.537,103.124
9.826,105.2725
19.469,103.069
17.008,105.958
10.4924,106.5762
17.25,106.183
16.856,106.9448
13.1786,109.1588
11.7117,106.0909
19.3931,103.8361
20.174,103.915
15.9776,108.023
20.0667,103.7167
15.42,107.521
14.159,107.643
19.6083,103.4778
9.1394,106.6626
16.8346,106.9239
11.9111,106.7216
18.66,102.98
17.533,105.6
11.6297,108.7221
14.783,106.749
10.5395,106.5591
11.1306,106.4303
10.0546,106.959
10.5307,105.0272
19.583,103.4
11.4707,106.2028
19.5278,103.8417
19.435,103.842
19.587,103.784
19.4875,104.0
10.1667,106.4313
11.8687,106.546
13.8409,108.3481
16.8856,105.9575
11.9014,106.8253
17.558,105.725
15.6246,108.1652
9.0319,105.0089
15.8564,108.0752
14.9333,107.2
19.5694,103.5083
19.6028,103.1639
11.41,107.0365
19.504,103.382
17.001,105.964
15.3761,108.5345
17.5333,105.8167
20.597,102.562
19.975,103.778
19.4997,103.1314
17.2,106.15
11.3357,107.0616
10.5081,104.9888
11.1969,106.3711
15.5463,108.1849
16.996,105.797
12.1853,108.9242
17.5475,105.2875
11.0625,106.9654
19.5986,103.7972
17.105,105.9064
15.3333,107.4167
11.8882,106.7756
16.382,106.872
16.7,106.2167
17.55,105.7333
14.8824,108.9527
9.9649,105.6038
19.552,103.169
15.134,106.73
15.846,108.1024
19.6,103.767
17.175,105.929
19.34,103.66
10.136,106.4256
17.5583,105.4667
14.6291,107.7692
11.2722,106.6728
19.5722,103.2167
14.5515,108.735
17.2056,106.1667
16.996,106.9515
11.3682,107.3156
9.4376,105.5555
16.8308,106.8404
19.5194,103.375
17.092,105.93
19.569,103.167
17.5667,105.4333
19.454,103.422
11.4001,108.8321
19.696,103.604
17.075,105.9583
11.0074,108.3246
19.608,103.472
17.299,105.782
15.7369,107.8825
19.369,103.792
16.9638,107.1065
20.4167,104.05
11.1596,108.174
15.7451,107.8724
15.1846,108.6232
15.1865,108.5479
17.5208,105.5306
17.5833,105.8125
17.4908,105.7144
16.3952,106.9402
16.3167,106.6167
18.658,102.976
16.644,106.203
19.592,103.658
17.2533,105.7972
19.601,103.774
19.5444,103.4625
16.5333,106.45
11.6485,106.0705
11.3618,106.48
17.55,105.286
16.6389,106.6651
16.1036,107.4458
16.5167,106.3667
15.892,106.925
19.537,103.375
10.5741,106.5135
19.911,103.305
19.5889,103.1056
11.6662,106.3623
14.6811,108.9713
10.9969,108.0732
19.4833,103.3333
11.1019,106.8833
10.6685,106.9418
16.796,106.647
16.6439,106.2031
19.523,103.83
11.9075,106.7188
17.5292,105.7517
19.6,103.65
14.547,105.8
11.7242,107.0874
14.5432,108.9132
19.604,103.773
16.146,106.697
11.5831,105.8639
16.742,106.251
10.4645,106.5605
16.669,106.29
15.333,107.167
12.9064,109.4207
12.0089,107.2126
19.386,103.411
20.0311,103.7189
17.0528,105.925
16.167,106.217
16.8346,106.9239
13.1315,109.1462
15.7935,107.9719
20.5861,103.6458
15.7683,107.8316
19.5908,103.4889
19.522,103.369
17.2078,106.1661
14.1276,107.5726
17.2731,105.7875
10.7485,106.1065
19.5111,103.3389
10.4963,106.5369
10.6713,106.4226
11.8462,106.5294
16.682,106.111
19.569,103.519
14.7432,108.9522
18.2467,104.725
9.6541,106.1574
14.564,108.7256
15.3271,108.8628
16.8814,106.9338
17.1403,106.0628
15.3417,107.0667
11.1242,106.4376
11.1697,106.3893
17.2167,106.75
16.65,106.267
15.824,108.0812
11.1243,106.4348
17.676,105.773
11.3129,106.5081
19.575,103.1389
10.7991,107.0222
19.569,102.873
16.233,106.933
19.5,103.939
11.1597,106.3965
15.6253,108.1521
11.9385,107.3148
10.7486,107.4953
19.6,103.8
17.075,105.9583
10.5838,105.8545
12.0227,108.7009
14.9468,108.7802
10.8258,107.0745
19.5917,103.6667
20.312,103.785
11.9546,106.6962
17.008,105.958
16.4748,106.9372
14.0744,107.7809
11.5006,106.1846
16.019,106.228
10.5851,106.2869
9.5027,105.152
13.8429,109.2804
17.567,105.733
12.0044,107.2116
16.033,106.8
16.2731,106.7392
19.49,104.051
11.0796,106.4996
11.9361,107.0385
19.508,103.839
14.5605,108.734
11.6102,105.8823
20.1175,103.7944
11.7461,106.0874
