TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84
16.771,106.117
14.0978,108.9303
17.2556,105.8153
15.3655,108.4759
10.4016,106.2761
11.6346,106.3622
17.4844,105.5817
17.5639,105.5042
15.8836,107.9863
20.325,103.6542
9.7013,104.8894
15.8566,108.1582
16.665,106.298
15.8257,108.21
16.6278,106.2222
16.2189,107.5491
14.7139,106.8167
17.1792,105.8417
18.0,106.5
14.6392,108.0196
15.7359,107.8881
17.5703,105.1658
17.4056,105.6653
17.0278,105.9528
16.3476,107.1063
15.6793,107.9975
16.704,106.235
17.5078,105.7117
17.0667,105.9833
17.5078,105.7117
20.425,104.2181
17.5083,105.7417
17.417,105.183
10.4926,106.5378
17.2056,106.1625
11.6699,106.5339
16.6637,107.2053
16.3505,107.0867
14.2189,107.6233
10.3679,104.9605
16.5861,106.2172
16.623,107.2086
10.424,105.0244
17.225,106.1389
14.6824,109.0252
17.4792,105.7083
10.1765,106.4742
9.021,105.1253
16.587,106.219
16.25,106.679
16.3,106.9
17.425,105.7328
16.6667,106.0667
11.4571,109.2459
17.508,105.712
17.0083,105.9597
11.901,107.0125
14.933,107.2
17.2667,105.8028
15.7535,108.1466
17.5583,105.5069
16.4427,107.2515
17.5847,105.5167
16.7625,106.125
16.7735,106.9824
17.2325,105.8167
10.3488,106.1024
17.5583,105.5028
17.5333,105.5167
17.4722,105.7125
16.4214,107.46
15.8756,108.1608
10.594,104.987
10.3751,104.965
10.3679,104.9605
16.9833,105.9639
17.206,106.162
16.4708,103.1667
20.3028,104.0392
15.1654,108.3583
11.8179,107.2477
16.4167,105.7083
19.5939,103.6633
16.7908,106.1025
16.225,107.9811
10.3724,104.9641
17.0417,105.9597
16.8667,105.9472
10.3679,104.9605
20.4458,103.7167
15.4992,106.8
17.1667,106.0667
11.5502,107.5942
17.0917,106.0583
17.5078,105.7117
10.0446,105.5264
16.9764,105.95
16.7667,106.1167
17.5278,105.6069
11.8144,108.883
20.425,103.8667
15.7192,107.9885
16.8244,106.0606
9.9794,106.2224
17.0472,105.9583
17.3583,105.625
10.5417,106.0345
15.8333,106.8167
14.7139,106.8167
10.3679,104.9605
17.1064,105.8994
15.3945,108.5641
16.6042,106.425
19.933,103.542
17.425,105.7328
16.7908,106.1025
16.6,106.2722
17.3161,105.7264
15.6822,107.9209
17.508,105.711
15.503,106.802
16.511,107.3656
16.9139,105.8833
16.722,106.153
17.3139,105.7333
15.8556,108.0108
16.9556,105.9861
16.587,106.219
10.4764,104.9056
17.3556,105.7247
10.4315,105.982
15.8444,106.7833
19.5939,103.6633
15.8524,108.0463
16.7169,106.1697
17.2403,105.8056
20.2264,103.9936
17.2017,106.1558
20.4306,103.825
10.6121,104.9879
11.9166,106.7115
17.1097,106.0489
17.2556,105.8042
16.8244,106.0606
15.8495,108.1667
16.5139,106.3583
17.4722,105.7125
16.5338,106.6979
12.2408,107.6638
17.2167,104.8167
20.3167,103.6333
17.1167,105.9347
16.6115,107.0079
16.775,106.1167
17.5889,105.7347
15.9661,107.8988
17.1722,105.8361
15.8635,108.1964
17.5139,105.4736
15.863,108.1647
17.4375,105.7639
17.225,106.075
16.65,106.084
17.0,105.75
17.0917,106.0389
16.775,106.1167
17.2,104.7833
16.9847,105.9736
17.4764,105.7042
20.4994,103.7917
14.6633,107.7028
16.7156,106.9893
10.1073,106.3662
16.6889,106.1492
16.767,106.117
17.4347,105.7636
15.9675,108.0745
17.1986,105.8167
16.5351,107.2357
15.689,107.9508
15.9477,108.0776
17.3994,105.7494
19.7942,103.6544
15.7199,108.2021
14.7583,107.2867
15.9395,108.0712
10.3679,104.9605
17.4903,105.7139
16.65,106.0833
20.4417,103.7236
15.1967,108.5673
17.4133,105.7444
11.9414,107.2928
10.3625,105.0007
16.3096,107.192
15.7018,107.8717
19.66,103.5936
17.2333,105.6694
17.4117,105.7306
17.2056,106.1625
10.3625,105.0007
10.4155,106.5959
15.833,106.783
14.717,107.053
10.3679,104.9605
16.533,106.117
11.1966,106.7749
16.9486,105.8722
17.25,105.8
10.3679,104.9605
14.8603,107.1667
16.9405,106.9945
10.1793,106.4532
15.8736,108.2158
16.886,106.187
15.5858,107.2606
10.3679,104.9605
10.3679,104.9605
20.428,103.867
16.6278,106.175
17.925,105.0667
16.1724,108.0631
11.3645,108.9166
15.7268,108.2421
16.5867,106.2186
17.206,106.162
14.7167,107.2167
10.6746,106.9766
20.2264,103.9936
19.6011,103.8269
10.7532,106.0567
10.5948,106.3445
11.7453,106.9178
15.8441,108.1677
11.5832,107.0937
19.5228,103.8408
16.779,106.107
12.8355,108.1841
10.0246,106.2281
16.2808,107.5116
19.9328,103.54
10.4286,106.8444
10.3665,105.9563
16.747,107.0065
10.6631,106.2269
17.425,105.7328
17.508,105.712
17.1097,106.0514
17.5889,105.7347
15.442,108.3735
10.3615,106.3335
20.4417,103.6681
16.3667,107.0906
15.837,108.1044
16.5867,106.2186
11.1046,107.0179
11.2246,107.0535
16.495,107.4235
17.4556,105.7181
15.8397,108.2424
15.5546,108.2742
15.4328,108.4369
11.2437,106.8979
15.6561,107.8422
15.82,108.2614
