TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84
15.35,107.2333
15.9696,107.8373
15.6637,108.049
6.4032,107.8511
13.2193,108.1779
9.009,105.4201
15.2664,108.6651
14.102,108.7923
10.3877,104.7138
17.767,105.767
13.2721,108.9772
11.0679,106.5014
11.2193,107.6165
16.633,106.2
15.2031,108.6603
17.8667,106.4333
16.417,106.367
9.1683,105.3175
17.95,106.467
10.3678,104.7321
15.3694,108.3483
15.75,106.8333
15.1586,108.7259
14.2581,107.8238
15.3159,108.2522
17.817,105.8
9.7507,106.2161
17.8167,105.7833
15.2929,108.2218
15.2207,108.6154
19.4,104.15
10.5439,106.7702
16.4,106.5
18.083,106.167
19.7167,105.8833
12.7975,108.9672
13.9551,109.1731
17.2667,105.8
20.517,103.317
11.1729,106.0522
11.1934,107.5796
21.917,104.667
19.567,103.117
20.2333,106.55
13.9223,109.0188
19.9833,105.9667
21.983,104.567
17.3,105.733
17.117,105.9
15.8503,107.8449
17.0333,106.0
9.8729,105.3893
19.5167,103.1833
17.1667,107.3333
17.95,106.467
10.3525,106.0932
17.7833,105.7833
18.4,105.617
12.7059,108.5077
13.0755,109.2812
11.2392,106.9025
17.8333,105.7833
11.0166,106.2421
10.0319,105.5473
9.0906,105.2637
15.1893,108.6334
15.9091,108.0287
12.9833,109.2911
15.1587,108.7333
15.1532,108.7278
14.1323,108.6531
16.0701,107.3669
19.35,104.267
10.3842,104.9934
10.5244,105.0244
15.717,106.233
9.7991,105.7202
13.1139,109.221
14.0125,107.8199
17.267,106.783
19.55,103.067
21.283,103.033
15.7707,108.2881
17.9333,105.8
16.7333,106.2667
13.0564,108.1475
10.7129,106.4191
16.6333,106.3333
16.2888,107.4424
17.0846,106.6465
19.6,105.8167
9.8729,105.3893
16.883,106.5
11.3127,106.7014
10.6632,106.4152
16.85,106.033
16.3,106.6333
12.9002,109.2917
17.967,106.283
11.1057,106.5226
15.1476,108.6218
15.8553,108.0556
17.25,105.8167
12.0278,107.5377
17.85,106.433
16.7,106.2167
15.7758,108.261
17.267,106.783
19.6667,103.0167
10.0936,106.3935
13.004,108.0662
11.1568,106.9212
9.3357,105.8777
15.7847,108.0473
13.2181,108.0673
11.2153,107.6622
14.3409,108.8307
10.0121,105.9214
13.3084,109.2381
16.0426,107.9812
13.5489,107.6703
17.267,105.45
15.4241,108.5414
10.1748,106.4304
9.5755,104.9533
15.5167,106.9333
15.2047,108.6454
10.448,105.9017
15.196,108.7627
17.75,105.7667
18.25,106.2
16.483,106.367
14.0231,107.8422
16.2595,107.2363
17.0846,106.6465
12.1198,107.5606
10.1931,106.3985
16.5667,106.0833
10.0382,106.2245
18.0833,105.7833
16.0569,107.9917
9.7179,106.5041
10.0725,105.5912
10.0132,105.3164
10.3829,106.4222
16.4204,107.4675
15.4115,108.7138
9.6739,105.4164
14.3384,109.0672
16.5806,106.9298
15.366,108.6864
14.5739,109.0196
16.417,106.417
15.2175,108.6573
15.817,106.767
10.1986,105.8234
11.1058,106.5171
10.3539,106.7828
11.414,106.8551
9.6349,105.4583
10.528,106.8486
13.2951,108.9133
15.0469,108.4212
12.9118,109.2778
15.3667,107.5833
13.1895,108.0151
13.9478,109.1648
16.1051,107.3916
16.6006,107.1859
9.4492,106.021
11.0166,106.2421
17.1667,107.3333
17.9,106.467
12.9074,109.2889
14.6855,108.4227
15.3939,108.4328
10.0797,105.5976
10.3932,106.0824
16.633,106.433
15.4837,108.5407
11.1519,108.3278
14.2581,107.8238
15.2622,108.6149
16.517,106.05
10.5746,105.9158
17.867,106.433
13.0015,108.0035
16.3128,107.148
11.4191,105.9651
15.6602,108.1936
15.6517,108.1629
10.0658,106.3386
15.4881,108.5304
18.2,104.9833
19.8667,105.4
10.8649,105.558
16.2914,107.7483
17.15,105.517
19.583,103.083
11.0505,106.5379
11.5746,105.9757
15.733,106.75
11.2406,106.9593
9.6119,106.5355
11.1222,106.4824
18.233,106.017
10.7537,106.401
8.5986,105.0088
16.733,106.25
20.717,103.417
21.2833,103.95
9.7403,106.5516
17.5333,105.1667
16.6433,107.4131
10.4437,106.8883
15.354,108.8402
14.285,109.0519
13.152,108.1354
15.2169,108.6834
11.0688,106.5005
11.1887,107.1512
12.4482,108.9111
15.4477,108.3203
17.55,105.2
15.2419,108.9316
16.1817,108.4589
10.6795,107.4381
10.8698,105.2569
10.3634,104.9778
10.6252,105.5712
10.3873,105.9554
9.5846,106.3595
13.1637,109.098
10.8316,106.5505
15.433,107.0
17.3,105.7833
13.9205,109.0198
18.05,106.383
11.2633,106.9484
17.3167,106.7833
18.417,105.183
18.483,105.8
11.0318,106.4884
13.435,109.0017
12.281,107.7046
10.9283,106.1731
16.4941,107.4216
15.6871,108.1093
13.1971,108.4677
14.5301,108.6749
11.1344,106.1785
11.1153,107.7253
11.5746,105.9757
10.1691,106.2934
19.467,103.117
9.9801,106.2972
19.567,103.083
15.067,107.15
21.6,103.4333
10.3253,106.1041
12.3208,109.0353
13.4,107.6529
16.4,106.5333
14.3409,108.8307
14.4155,107.8119
8.8627,105.078
20.3167,104.4667
15.2409,108.6431
17.8667,105.8667
16.6833,106.2167
18.2,104.9833
19.55,103.0333
13.1017,109.1566
15.433,106.983
16.1914,107.7983
14.8,106.8667
15.35,107.1333
15.2209,108.7187
16.85,106.0167
15.2399,108.6431
18.4167,105.7833
21.017,104.35
10.8721,106.2049
17.283,105.533
17.2667,106.7833
10.3797,104.9924
12.8605,109.1666
16.3145,106.9777
15.1739,108.4652
14.7814,108.8766
10.6548,106.2662
17.75,105.7667
14.7333,107.2
17.75,105.7667
11.075,106.517
11.075,106.517
9.8145,106.0531
10.4259,105.6979
10.8721,106.2049
11.195,106.3976
13.1311,108.119
15.21,108.7179
10.1496,105.8844
18.45,105.95
15.5,107.45
15.2867,108.6193
15.5167,106.85
14.4355,109.1099
13.3084,109.2381
21.7,104.867
15.408,108.3972
19.5333,105.8333
10.722,106.9239
14.379,108.7488
11.2405,106.9849
9.1287,105.0607
11.1782,106.827
12.1935,107.2995
16.386,107.3126
10.7533,106.4879
10.9786,108.1419
11.1934,107.5796
17.3,105.75
9.807,105.277
16.05,105.817
12.9192,109.2925
15.5,107.45
17.2,105.5333
16.782,106.838
12.7013,108.5004
15.9809,107.9978
10.195,105.8462
11.1689,106.8672
9.6333,105.3197
13.2721,108.9772
