TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84
16.9314,106.9981
20.3333,104.0208
16.4655,107.3941
19.2719,105.5842
10.3084,106.2703
16.175,107.4429
17.5917,106.2728
18.017,105.867
13.929,107.5238
14.3217,109.1238
16.5621,107.5592
18.4,105.742
18.117,106.417
17.0057,107.0694
17.9958,105.9653
16.9782,107.0221
19.4667,105.7833
13.9729,107.7232
16.9609,107.036
17.4,106.6472
10.4178,106.8425
21.365,105.297
18.7819,105.3361
15.6184,108.2426
17.733,106.167
14.9563,108.926
18.917,105.667
19.895,105.878
15.3654,108.5449
17.925,106.5083
13.8996,107.5762
11.6269,106.2539
13.7898,107.5362
16.9689,107.0427
11.2639,106.7085
19.4111,106.7778
16.3194,106.6806
15.6043,108.3435
15.6642,108.298
14.9455,108.928
11.1556,106.5037
11.4543,106.7628
20.823,104.68
21.5175,106.1208
16.9532,106.9909
11.7834,108.9713
14.5422,108.1271
18.5778,105.6675
17.499,105.432
19.5306,103.7292
17.8506,106.4394
14.9031,108.749
15.9654,107.8092
11.2149,106.7402
16.3108,106.6745
19.925,105.8181
14.1027,108.9793
15.806,107.9796
11.5319,106.2718
17.183,106.833
18.0,106.1417
11.0472,106.4848
17.775,106.3
19.3578,105.7308
15.9637,107.9399
15.4351,108.4788
11.293,106.6766
10.4937,106.8384
16.6874,106.5915
19.033,105.589
10.7117,107.1075
17.5339,105.2833
16.6753,106.6279
13.1948,109.1448
14.9822,108.7092
16.6725,106.6429
15.8088,107.2646
17.712,106.444
17.767,106.283
15.9605,108.0223
10.4514,106.2434
16.975,106.985
13.9386,107.5965
16.8724,106.8399
9.7257,104.9004
17.7333,106.45
16.9667,105.9667
16.6162,106.7821
20.625,106.628
20.4214,106.1761
16.3244,107.1641
15.4522,108.3939
15.3249,108.6449
15.8119,108.0544
11.0809,108.3706
15.8405,108.3077
16.8491,106.9185
17.0353,106.9919
17.789,106.262
16.855,106.957
11.0915,106.6498
18.75,105.75
10.9955,107.8344
12.8122,108.1227
12.1873,108.2251
20.0444,103.9667
17.2439,106.1644
14.9454,108.9261
17.65,106.5333
15.6721,107.999
19.617,105.7
17.675,106.3667
17.281,105.808
21.2867,105.8847
15.1743,108.5071
11.4965,106.808
15.5788,108.1127
17.025,106.9044
14.3805,108.4522
21.3842,106.5678
17.25,106.7083
15.5691,108.2778
19.997,105.435
16.3421,107.5975
15.6721,107.999
20.6292,105.2264
16.113,107.3337
19.083,105.692
17.2681,106.175
18.578,105.667
9.8335,105.7221
16.2556,106.725
17.6625,106.45
19.9667,105.85
16.6998,106.7275
11.4388,106.7847
21.1403,105.5947
17.6278,106.3611
11.4116,106.8028
15.5899,108.353
17.817,105.897
14.8318,107.5878
17.87,106.4436
16.4167,106.3333
11.4418,106.4006
19.5083,105.4083
16.6844,106.7368
18.907,105.486
12.078,108.8424
13.7807,107.5398
15.1811,108.5507
18.119,106.265
16.65,106.3833
16.3467,107.1007
18.6611,105.7653
18.933,105.592
19.45,104.111
13.4438,108.6544
16.945,106.9955
10.6935,106.5169
16.86,106.9129
11.1499,107.1381
11.3899,106.0539
9.9531,106.2433
21.18,102.811
15.3597,108.3652
10.6286,107.3511
19.606,105.783
17.499,105.432
12.4304,109.2047
21.413,106.293
19.438,105.725
17.067,107.033
16.9398,107.0677
20.1167,105.85
19.607,103.82
10.1506,106.3965
13.025,108.0051
13.675,108.7483
16.8032,106.8945
17.9322,105.9619
12.8537,108.4629
16.9727,107.0305
10.7107,107.379
15.2428,108.9288
11.3563,106.3196
17.275,105.808
10.4629,104.9011
14.9926,108.947
16.5739,106.7648
