TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84
16.6444,106.4167
17.7083,105.7717
17.5333,105.7556
21.1111,102.6333
10.5883,106.8965
17.203,105.826
15.5168,108.0698
12.019,106.815
10.7726,107.0613
17.93,106.289
16.217,106.867
19.725,105.8944
14.485,109.0882
12.3931,109.3061
11.6215,109.0871
16.9572,107.0463
11.6736,108.4605
15.2284,108.9345
16.6805,107.063
16.779,106.107
16.4777,107.4401
17.2042,105.5417
14.95,107.1986
16.8167,106.0861
11.1336,106.3644
17.576,105.733
19.6,105.817
10.4965,106.0416
14.5504,107.783
15.1847,108.6325
16.667,106.3
14.694,107.142
16.3601,107.5229
11.1046,106.5675
14.5618,107.5763
18.1061,106.3625
15.9468,108.1476
18.65,105.7167
9.9907,105.0846
18.1028,106.2744
16.6444,106.4153
10.9296,106.2875
9.9243,105.5353
18.7,105.8111
11.7832,109.354
17.2306,105.7944
17.025,107.1
19.612,105.728
11.2626,106.6114
15.5869,108.4061
14.1966,108.3227
13.3378,109.056
11.6186,106.064
20.7667,107.45
15.661,106.706
10.0096,105.3137
11.3026,107.9834
12.0309,106.9198
11.1309,106.3607
19.8069,105.7761
13.2674,109.1968
16.6617,107.3862
10.8512,105.633
17.3444,105.7194
14.633,106.717
11.5349,106.5891
18.2,106.15
11.1085,106.519
14.0301,109.1605
19.167,105.667
16.7736,106.1097
18.1028,106.3236
17.4,105.708
11.1861,107.9767
14.1317,108.8828
8.7632,105.017
17.936,105.805
11.0603,107.8172
16.6603,107.0975
19.6,103.6028
10.5148,106.7928
16.95,105.8333
16.172,106.703
14.7028,107.1617
17.1053,106.8283
17.35,105.7167
15.85,106.7833
10.3145,106.3269
12.0135,106.8315
13.846,107.596
17.0417,107.0417
16.2941,107.2096
10.5359,106.5627
17.617,106.35
15.8575,106.7722
15.854,106.735
18.1278,106.4208
11.1297,106.422
14.6528,106.7417
15.999,106.703
17.0256,105.9219
17.167,105.6
11.1621,106.793
11.5187,106.5633
15.892,106.723
16.4623,107.2817
12.0396,106.8391
16.7736,106.1097
11.707,106.1212
16.1903,106.725
16.7597,106.1264
19.8061,103.6981
11.9631,106.7844
11.5134,106.3542
16.7083,106.1417
12.9217,109.4132
18.986,105.625
17.3083,105.5361
17.4,105.7333
17.144,106.761
17.8,106.4444
19.5833,103.7417
17.067,107.017
16.3915,107.3061
19.596,103.647
17.3333,106.5667
15.8389,106.9111
11.7887,106.4826
17.367,105.733
17.317,105.258
11.9575,106.8119
17.483,105.714
15.667,106.767
13.5188,109.3336
11.0171,107.8954
17.092,105.805
16.7556,106.1319
17.175,105.587
18.9167,106.4828
18.4167,105.9
8.7488,104.9743
19.95,105.9
17.167,107.383
14.703,107.162
14.2213,107.5696
16.8519,106.9063
14.725,107.2333
16.929,105.99
17.1917,105.4694
14.5548,107.7896
16.9488,106.9767
15.7444,106.8389
16.8606,106.9458
17.3744,106.6139
17.7503,106.3417
16.6347,106.4333
10.9305,107.1109
15.933,106.747
16.827,106.046
14.73,106.967
17.414,105.725
17.1078,105.6869
13.0074,109.1066
10.3845,105.9655
13.2602,109.1904
14.5596,107.6069
17.246,105.512
12.2941,108.2507
10.4867,105.9667
16.433,106.483
16.8624,106.942
12.0016,106.8461
17.5,106.542
14.725,107.225
15.167,107.083
11.0595,107.0029
15.8894,106.7292
15.8364,108.1977
11.2012,108.0876
11.1381,106.3708
11.7116,106.1175
16.1935,107.9068
11.0695,107.3791
17.675,105.767
11.7156,106.2387
11.5229,106.258
11.2073,106.4627
15.7144,108.191
10.3679,106.0787
13.0981,109.1566
14.718,107.294
11.6951,106.1624
17.5367,105.7633
21.0014,106.5583
15.8389,106.7583
10.8632,107.9268
17.417,105.25
11.2278,106.5278
14.825,107.286
17.505,105.66
11.6507,109.1254
14.9362,107.7768
11.0824,106.4804
11.7536,108.978
15.805,106.762
16.885,106.021
11.5873,105.9877
14.6773,107.5869
16.6806,106.1986
16.804,106.079
10.9334,106.2326
16.9457,107.0208
16.267,106.875
16.8499,106.9232
17.073,105.751
16.7794,106.11
18.25,105.879
10.5257,106.7828
11.1724,106.3829
16.9324,106.9916
15.5155,108.078
14.6587,107.6322
17.1069,105.9014
16.9572,107.0463
15.8575,106.7722
10.0589,106.001
14.703,107.162
17.93,106.289
15.972,106.746
13.5001,107.6697
19.5528,105.8014
13.4003,109.0768
17.223,105.828
17.0333,107.0833
13.9781,108.8888
18.1625,106.25
9.9243,105.5353
10.7161,106.6889
17.121,105.668
17.117,105.717
9.6549,105.3927
11.129,108.2869
16.8806,106.025
14.558,107.5911
11.3427,106.8235
16.575,106.0833
10.4262,106.2187
20.283,104.042
11.9106,107.0704
16.975,107.008
10.399,105.9874
19.821,103.696
16.0281,107.9828
11.8162,108.8857
15.5043,108.3708
17.323,106.714
17.25,105.5833
9.9198,105.4942
19.667,103.583
14.5853,107.6517
10.9324,106.7999
16.972,107.0108
11.46,108.9938
17.2597,105.8
17.6333,106.45
16.2011,107.2852
15.857,106.772
11.8021,108.8152
19.4083,104.1486
17.322,105.625
17.2,105.8333
10.8715,106.3439
17.3236,105.625
14.7125,107.0583
17.073,105.751
17.2556,105.8167
15.8389,106.7611
16.1862,107.8487
9.8335,105.6993
11.0861,106.4813
19.285,105.675
16.707,106.146
14.928,107.197
14.0641,109.1213
17.7,106.45
17.189,106.128
16.8,106.0972
12.452,107.7772
13.8267,109.2879
15.8319,106.7681
10.6795,107.1923
17.1053,106.8283
12.4551,107.9868
17.1,105.7
14.7069,107.1833
16.233,106.8
11.5987,107.3092
17.2139,105.8306
11.7499,108.9679
15.7326,108.2084
17.1722,105.1667
16.773,106.11
10.6474,107.1336
10.3898,106.013
17.2208,105.8319
14.485,109.0882
14.767,107.517
18.75,105.75
17.4,106.633
16.97,107.0277
14.6924,107.6094
15.8403,106.7333
9.9658,106.2488
13.9221,108.251
16.9198,106.983
20.119,106.236
16.7917,106.0972
17.0522,106.8831
11.0902,106.5619
14.722,107.051
16.783,106.105
17.6367,106.5233
17.05,107.0417
15.7608,107.3111
10.6002,106.3501
14.5427,109.0663
20.404,103.903
14.3605,107.4345
16.88,106.028
15.8961,107.8614
17.0,105.685
17.421,105.761
9.3697,105.6182
14.736,107.283
13.5942,107.9792
10.8763,107.1014
17.7833,106.4333
11.6244,106.4116
11.0803,107.9875
17.1667,106.8333
15.1486,108.633
11.4284,106.5509
16.5268,107.244
17.353,105.742
17.0958,105.7333
17.281,105.785
11.0827,107.8385
11.9161,107.1687
19.1889,103.3583
21.2211,102.9131
15.378,107.039
20.25,106.5
14.7111,107.2
11.6369,106.253
16.7556,106.1333
11.1011,106.8604
16.1251,107.8927
15.5583,107.3028
10.6904,107.4309
17.0917,107.0611
9.1242,105.0489
14.5716,108.9603
9.7218,105.459
21.05,105.792
17.101,105.906
17.4139,105.7208
16.2151,107.8473
15.5597,106.0208
20.4194,103.8361
15.8333,106.75
13.7384,108.9723
11.0956,106.7267
9.9205,106.2633
17.617,106.533
15.136,107.088
14.637,106.71
15.935,108.0731
17.303,105.769
17.692,106.492
14.965,107.183
11.5398,108.787
17.053,107.042
11.5886,108.354
11.7309,109.0919
17.4,106.6333
15.8333,106.8667
8.7488,104.9743
21.6,105.208
17.344,105.719
17.0903,105.9514
17.1,105.9833
10.1318,106.3362
16.5833,106.2333
17.275,105.792
17.06,107.053
15.9385,108.0637
15.8425,108.1836
17.0722,106.8917
16.983,105.924
17.0694,105.7722
15.8228,108.0607
17.967,106.483
16.675,106.4361
11.5873,105.9877
13.9107,109.1513
17.175,105.5856
20.95,106.817
11.9544,108.9903
11.0104,106.6008
17.2667,105.5833
16.815,106.058
17.307,105.646
15.783,106.833
13.9632,108.4605
20.333,106.083
17.3333,106.2167
17.385,106.501
11.198,106.3344
12.0359,106.8519
11.9449,106.8017
14.5972,107.0764
10.3225,106.1224
10.3388,105.8356
17.246,105.508
14.7028,107.1617
17.144,106.761
17.7167,106.4833
17.427,106.598
14.0244,109.1355
14.703,107.162
12.3167,109.0951
14.8778,107.1917
20.075,104.8
17.4,105.633
14.7413,107.6025
10.6685,106.9509
15.9167,106.7667
17.367,106.617
17.167,106.8
13.9328,109.2103
15.85,106.7833
10.9513,106.283
15.8569,106.775
13.9502,108.8937
16.768,106.112
14.725,107.232
11.5777,108.8949
17.714,106.428
15.8167,106.85
11.1371,106.4047
16.933,105.99
11.5213,106.5945
13.9001,107.5235
16.5988,107.4332
20.031,103.719
10.7157,106.4036
11.9161,107.1687
13.3537,108.9015
21.5028,104.675
17.617,106.35
15.1102,108.6752
17.5319,106.5367
14.2122,109.1025
16.633,106.167
10.5416,107.142
14.0397,109.1215
13.7368,108.2458
17.285,105.772
16.933,107.044
17.0,107.05
9.6487,105.2924
17.283,107.217
17.085,105.761
16.2172,107.8969
16.1515,108.0606
17.23,105.823
14.0538,109.0816
11.5466,106.591
14.1801,107.6951
15.8257,108.0728
20.932,107.126
9.9198,105.4942
13.8513,108.5833
17.408,105.742
9.9153,105.4915
19.091,105.705
10.7707,107.0732
10.6883,106.8103
15.8667,106.7167
17.2167,106.8667
16.643,106.206
9.4914,104.8813
14.961,107.187
14.694,107.192
21.0569,102.6681
19.887,105.953
17.017,105.917
10.1467,104.8997
18.3964,105.8911
20.9,107.4167
14.0714,109.1259
17.3,105.7486
15.092,107.169
11.0206,107.01
15.85,106.7667
17.325,105.639
8.5588,105.1788
14.764,106.858
17.0167,106.9833
20.2236,104.0069
18.069,106.296
15.3906,108.3062
13.3704,109.0594
19.4986,103.9139
13.1495,109.1313
17.292,106.193
17.0,105.0
15.066,107.174
16.83,106.056
12.0507,106.8097
15.8383,108.0736
15.828,106.767
17.3083,105.5361
11.2714,106.9512
11.5444,108.7916
17.425,105.033
20.4194,103.8361
16.821,106.082
16.868,106.036
16.7944,106.1361
15.864,106.758
16.4482,107.3293
13.194,109.1642
17.531,105.755
14.6016,107.5749
19.25,105.7367
10.9968,106.5989
17.033,106.967
11.7206,106.1295
14.4658,108.9492
15.7138,107.9875
16.2697,106.7167
11.513,106.6174
17.3336,106.2028
10.3705,105.8229
11.2387,106.9822
16.414,106.417
19.9722,105.8389
16.1029,108.0062
17.788,105.786
11.8784,106.7535
10.1966,106.4159
10.1467,106.4622
17.403,105.729
16.6,106.2167
14.5969,107.5832
21.222,102.925
17.0278,105.7833
17.3242,106.6281
17.1,105.8833
17.517,106.583
11.713,106.2222
17.3056,105.7306
14.5573,107.5707
14.6157,107.5992
15.7973,108.1758
11.1407,106.4093
17.0667,107.1
17.45,105.717
19.8972,105.9383
17.7792,106.3389
15.8453,106.9556
19.0833,105.7
17.394,105.725
16.1457,107.3995
14.0089,109.2347
17.8167,106.15
16.3152,107.1817
17.083,107.883
11.6521,106.276
14.78,107.15
9.7526,106.1724
11.7262,107.0617
9.3828,105.8359
15.0,107.2
17.083,105.833
11.2164,106.9335
10.8025,107.302
14.17,109.1455
9.972,106.2872
15.1459,108.7186
11.4925,107.684
10.58,107.3305
17.23,105.829
15.8364,108.1977
17.5833,106.5333
15.9452,107.9751
14.7,107.189
15.3009,108.5102
14.7167,107.2833
11.7117,108.8077
11.2778,107.7442
11.8954,106.9069
11.0757,106.7312
14.558,107.5911
21.517,106.121
17.023,105.787
17.3181,105.7181
20.752,106.676
12.0164,106.7893
9.6802,105.3954
9.37,105.3914
8.7777,105.1134
11.5136,106.3176
17.264,105.803
11.2139,106.7421
17.5,106.5
14.5628,107.5652
15.9421,108.0674
14.1375,108.9197
18.1667,106.25
11.6618,109.174
14.703,107.153
20.3333,104.3575
9.671,105.5559
14.1995,109.1035
21.8333,104.8333
15.7194,107.9736
14.4723,108.9695
19.7069,105.7097
20.911,106.646
17.1,105.706
17.312,105.725
11.8784,106.6995
15.5,106.9403
17.2306,105.825
13.5744,109.0273
19.433,103.7
11.2241,106.5315
16.95,107.0397
19.275,105.805
17.6917,105.6917
16.9681,107.0333
15.6429,108.1118
11.1527,107.9754
11.8176,109.0766
12.0374,107.0337
15.8636,108.0732
16.4757,107.3774
15.0106,108.7488
16.9635,107.0445
17.117,107.05
17.1856,106.7667
