TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84
13.778888,109.17
16.648888,106.26611100000001
13.475,107.55888799999998
11.000833,107.78222199999999
16.658333,106.36916599999999
12.277777,105.802777
19.248611,103.23388800000001
11.430277,105.848055
12.254166,105.53694399999999
15.325,108.185277
11.345555000000001,106.295833
10.456111,106.794444
11.755,103.16444399999999
10.958611,105.768055
19.514166,102.8975
15.841944,106.741666
11.494444,105.883055
19.593888,103.81944399999999
16.259722,106.95111100000001
16.509722,106.39166599999999
11.755,103.16444399999999
10.353333000000001,104.98
19.383055,102.9525
16.306110999999998,106.96111100000002
12.558888,108.524166
14.980554999999999,107.17333300000001
10.003611,106.309444
11.15,106.978055
16.878055,106.324722
15.434722,108.530277
11.130555000000001,106.91388799999999
11.218055,106.49611100000001
13.675832999999999,106.040277
11.873888,106.73166599999999
12.616666,106.47888799999998
19.306944,103.014444
16.234166000000002,108.034444
17.218055,106.14888799999999
16.288332999999998,106.96083300000001
11.578055,105.7275
12.518333,107.457222
19.439722,103.19194399999999
15.843333,106.57361100000001
14.224722,108.98305500000001
16.294166,106.93666599999999
19.048333,103.981944
13.961666000000001,107.221944
14.911666,107.204444
17.143888,106.06638799999999
10.831388,107.0675
19.218888,102.895555
15.051944,106.88388799999998
16.259722,106.95111100000001
11.689166,107.198333
9.964722,106.314722
16.930555,105.994722
14.535832999999998,108.12777700000001
16.236388,105.984444
16.501388000000002,107.16444399999999
16.273611,106.911111
16.526944,107.24138799999999
14.700277,108.89166599999999
16.393888,107.0725
19.633333,103.655
10.563611,105.988055
15.0475,108.465
12.638055,105.035
13.132776999999999,109.21194399999999
19.596388,103.67138800000001
11.0225,107.806944
9.964722,106.31944399999999
15.843611,108.131666
19.511666,103.248333
10.9575,105.885833
19.562777,103.39916600000001
19.593055,103.474166
13.973054999999999,107.16
17.269444,106.02083300000001
10.398611,104.9725
13.668054999999999,107.40861100000001
11.4875,106.93
19.346388,103.171944
11.073055,107.506666
16.763888,106.28111100000001
11.676111,106.391944
15.223332999999998,107.122777
14.761666,108.63138799999999
16.417776999999994,107.02861100000001
19.442777,103.15
9.937222,106.584722
17.216110999999998,106.04888799999999
16.253332999999998,106.95111100000001
9.388333,105.015555
16.880554999999998,106.489166
11.075833,108.11111100000001
16.707777,106.25333300000001
11.755,103.16444399999999
16.741388,107.205555
14.966944,108.53583300000001
15.458054999999998,107.93111100000002
15.620833,106.34166599999999
12.418611,108.504166
17.035277,105.94861100000001
14.1525,107.314444
16.469722,107.186388
15.343888,107.968333
14.256666000000001,108.820555
15.709722,108.11111100000001
15.55,106.855
16.658333,106.36916599999999
19.650554999999997,103.53944399999999
12.919444,105.65472199999999
11.493888,106.0225
12.191388,107.105833
15.431110999999998,107.40166599999999
9.4225,105.905555
14.702777,107.56055500000001
14.070832999999999,106.955277
16.761944,106.27805500000001
13.822776999999999,108.414166
14.134722,108.205277
12.065277,106.06694399999999
14.1525,107.314444
16.273611,106.911111
15.846388000000001,106.77555500000001
12.875,106.9575
20.697222,102.67055500000001
16.860554999999998,106.848055
13.168888,106.20888799999999
10.832777,107.06583300000001
14.070832999999999,106.955277
12.186388,105.52666599999999
11.894444,106.774166
14.155,108.494722
17.274166,106.16027700000001
17.262222,106.08333300000001
12.074722,105.66638799999998
14.303054999999999,108.753611
19.248611,103.23388800000001
14.211666000000001,108.92388799999999
12.076111000000001,106.08888799999998
16.3075,106.96111100000002
19.241666,102.929722
16.648332999999994,106.353333
12.435833,106.3325
16.768055,106.28138799999999
14.280555,105.825277
15.950555,107.7775
9.685,104.961666
17.233611,106.175555
18.93,103.992222
14.908610999999999,106.70888799999999
16.940555,107.084722
11.755,103.16444399999999
10.419444,105.72916599999999
11.115833,106.5175
16.52,107.108333
15.4375,107.396111
13.828888000000001,107.405555
14.023888000000001,105.465833
11.454444,107.019722
14.589166,109.000277
19.488888,103.998888
15.965,106.74388799999998
16.501666,107.155
12.116111,106.06527700000001
16.956944,106.5525
14.709166,108.979722
11.015277000000001,107.806944
9.013888,105.02194399999999
11.510833,105.885
