TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84
15.63241438,108.28252140000002
13.96464327,108.896321
16.9,106.00299999999999
16.67526,106.852956
10.88052013,106.34672490000001
18.243,106.016
10.00804958,105.71429609999998
10.46481752,105.70526640000001
10.57790702,106.478826
16.65462713,106.7308811
16.98,104.96700000000001
16.633,106.417
16.69128415,106.42737209999999
11.86601331,106.77546840000001
10.44359067,106.16025139999999
16.733,106.53299999999999
10.03075979,105.6668909
16.47821174,106.75365929999998
10.56911113,105.94317350000001
10.89734836,106.60754920000001
10.88342955,106.67425490000001
10.65985452,106.8786842
14.39392576,107.7217443
16.62317024,106.70997630000001
20.7,107.46700000000001
11.50500169,108.9705935
11.12113221,106.6884149
16.647000000000002,106.4
11.22483495,106.8840791
16.51644552,106.7202768
16.62318383,106.59467439999999
11.11004419,106.7304627
16.778,105.60799999999999
16.214000000000002,106.697
16.54682693,106.6512057
16.44669581,107.46125690000001
15.819,106.84200000000001
16.55,106.56200000000001
13.92888611,109.16870130000001
16.587,106.219
16.65,106.43
17.136,105.042
10.94494775,106.66727970000001
11.5411701,106.59277649999999
17.5,106.5
16.562,106.65
14.17202086,107.99774340000002
16.66086633,106.79422199999999
20.521,103.704
10.46519673,106.18682949999999
16.52847868,107.4969434
16.283,106.75
17.8,105.78299999999999
17.317,105.723
10.03982449,105.6568706
17.033,107.083
10.38050654,106.09790109999999
16.61128316,106.726743
10.47974336,106.1658683
17.7,106.46700000000001
16.6767012,106.684197
14.3848829,107.7225615
16.617,106.51700000000001
16.12663273,107.9777675
11.07744573,106.3906463
16.50963402,106.6686899
16.95717805,107.04442250000001
16.67817917,106.82954409999999
14.830209400000001,108.7804318
17.833,105.96700000000001
10.74828126,107.0483629
17.761,105.77799999999999
16.47908363,107.3146574
16.64375621,107.03263159999999
14.43309324,108.07892220000001
10.23436959,105.6134344
10.93153975,106.6388415
13.66220682,108.9341551
17.617,106.391
14.830209400000001,108.7804318
13.32964076,107.6466275
17.033,107.01700000000001
15.03239717,108.757898
16.817,106.085
10.88295669,107.050192
17.6,106.3
12.42570921,109.04464540000001
15.04415184,108.758705
20.413,106.413
16.64534615,106.7598598
20.826999999999998,106.70299999999999
16.621,106.55
16.977432999999998,107.0962852
10.24121861,105.7924321
16.63952248,106.58543429999999
15.018734400000001,108.74688370000001
17.054000000000002,107.117
16.31151361,107.1854313
10.22401434,105.8006075
17.358,106.212
16.63923381,106.73449270000002
13.07783361,109.1014128
19.133,105.617
14.20401893,107.96668570000001
16.92217906,107.1097529
16.64416151,106.6848499
16.980969299999998,107.10383629999998
17.194000000000006,105.617
11.73101002,106.23141100000001
10.53541111,107.11545749999999
16.15881908,108.0642156
11.22439059,106.8098993
10.33799235,105.7926736
12.23123067,109.1554564
16.71473749,106.5588554
16.55639946,107.50385949999999
16.558,106.594
17.374000000000002,105.712
14.67608266,107.6156956
17.963,105.821
16.433,106.46700000000001
16.58797357,106.7040415
12.80577428,107.97153159999999
9.77541624,105.14292990000001
16.567,106.633
20.521,103.704
14.20036081,107.97034140000001
16.669,106.322
15.717,106.85799999999999
15.85437307,108.05655
16.51041747,106.6836864
12.78966755,108.04196609999998
16.674912900000002,107.07983490000002
16.6013663,106.7238425
11.04671125,106.3886706
16.717,106.45
16.98236145,107.0559632
16.619,106.505
16.68172867,106.7320625
17.203,103.147
11.23793711,106.6570351
16.62608886,106.4447017
15.83182511,108.0587429
16.67408895,106.67198459999999
14.729000000000001,107.303
11.08628193,106.4346328
16.56673786,106.6476267
17.017,107.083
15.819,106.84200000000001
11.10721502,106.89979720000001
10.23636237,106.31470709999999
16.6,106.696
20.408,103.89200000000001
16.55639946,107.50385949999999
11.65828398,106.8163273
15.83275,108.15510719999999
15.88524868,108.205421
16.64472606,106.7261048
14.00974326,107.4043874
16.6588608,106.76467099999999
16.348045199999998,107.14746740000001
9.80683956,106.18623290000001
15.22305956,107.7311899
17.072,106.882
10.01979968,105.717972
12.27649347,107.20283629999999
17.278,105.081
17.369,105.723
16.34140153,107.5039091
17.147000000000002,106.86200000000001
16.69635867,106.711564
16.94835886,107.11192240000001
19.21,103.13799999999999
16.945999999999998,106.867
12.78966755,108.04196609999998
16.48003473,106.75180230000001
16.84918197,106.8058419
14.45774965,108.1750049
16.69635867,106.711564
16.703,106.605
19.825,103.68299999999999
8.73866415,105.8926352
20.35,103.749
16.833,106.333
16.625,106.539
12.78966755,108.04196609999998
16.54630319,107.59083190000001
17.133,106.917
10.86695668,106.34666409999998
16.23781742,107.9700878
11.78406043,108.38606940000001
10.9071228,106.4612152
10.43212547,106.07706770000001
17.602999999999994,106.501
19.333,103.333
16.275,106.742
13.96180162,109.2193479
15.93402609,108.00405359999999
13.90442741,109.1614912
16.669525099999998,106.67757069999999
10.45397591,107.25919590000001
10.18083781,105.69732990000001
10.78612986,107.0659905
16.54397175,106.77861409999998
16.93279883,106.9502804
10.70114532,107.06815470000001
16.63916312,106.74292920000002
16.575,106.615
10.89003258,106.34265049999999
15.74939942,107.9591473
10.41410192,106.5091054
16.660999999999998,106.615
10.44889872,106.19224960000001
14.38762456,107.7198144
10.40874079,107.26526100000001
11.12317891,106.64539679999999
11.24554142,107.28346280000001
19.223,104.538
16.08155961,108.0280054
